IMG_1217.MOV,62.82411,9.25193
IMG_1203.MOV,62.83577,9.21156
IMG_1224.jpg,62.74734,9.44309
IMG_20190701_151643.jpg,62.70079,9.38314
IMG_20190701_152753.jpg,62.70079,9.38314
IMG_20190701_164531.jpg,62.70081,9.35718
IMG_20190701_165308.jpg,62.71329,9.24862
IMG_20190701_165344.jpg,62.71329,9.24862
IMG_20190701_165350.jpg,62.71329,9.24862
IMG_20190701_170602.jpg,62.71272,9.23433
IMG_20190701_175015.jpg,62.71329,9.24862
IMG_20190701_182635.jpg,62.7126,9.22051
IMG_20190701_185813.jpg,62.71341,9.19571
IMG_20190702_085551.jpg,62.71343,9.19519
IMG_20190702_101513.jpg,62.72129,9.17303
IMG_20190702_101524.jpg,62.72235,9.1714
IMG_20190702_104242.jpg,62.72924,9.16888
IMG_20190702_104246.jpg,62.72924,9.16888
IMG_20190702_104413.jpg,62.73449,9.19245
IMG_20190702_105237.jpg,62.73664,9.20579
IMG_20190702_110051.jpg,62.74214,9.22210
IMG_20190702_113811.jpg,62.73742,9.20871
IMG_20190702_115901.jpg,62.76561,9.25744
IMG_20190702_122440.jpg,62.74384,9.22174
IMG_20190702_122450.jpg,62.74322,9.22292
IMG_20190702_124329.jpg,62.74560,9.22197
IMG_20190702_131816.jpg,62.75261,9.23446
IMG_20190702_131823.jpg,62.75367,9.23622
IMG_20190702_131830.jpg,62.75841,9.25060
IMG_20190702_132845.jpg,62.77213,9.26826
IMG_20190702_141313.jpg,62.76946,9.26379
IMG_20190702_141326.jpg,62.77519,9.27461
IMG_20190702_153848.jpg,62.77700,9.27821
IMG_20190702_161602.jpg,62.80831,9.25229
IMG_20190702_161606.jpg,62.81020,9.25057
IMG_20190702_162159.jpg,62.81278,9.24731
IMG_20190702_162205.jpg,62.81427,9.24611
IMG_20190702_162230.jpg,62.81608,9.24731
IMG_20190703_090529.jpg,62.82901,9.24010
IMG_20190703_114951.jpg,62.82894,9.23770
IMG_20190703_120019.jpg,62.83200,9.22322
IMG_20190703_120034.jpg,62.83222,9.22390
IMG_20190703_120344.jpg,62.83134,9.21674
IMG_20190703_125053.jpg,62.83631,9.20541
IMG_20190703_133833.jpg,62.83700,9.21536
IMG_20190703_140229.jpg,62.83214,9.22253
IMG_20190703_141345.jpg,62.83288,9.22519
IMG_20190703_142713.jpg,62.83453,9.22678
IMG_20190703_142947.jpg,62.83471,9.22944
IMG_20190703_143108.jpg,62.83420,9.22897
IMG_20190703_224250.jpg,62.82942,9.23965
IMG_20190704_100240.jpg,62.82440,9.25072
IMG_20190704_104035.jpg,62.82154,9.26845
IMG_20190705_103003.jpg,62.84367,9.49931
IMG_20190705_103023.jpg,62.83983,9.49965
IMG_20190705_104025.jpg,62.83003,9.49571
IMG_20190705_104028.jpg,62.83599,9.49880
IMG_20190705_104030.jpg,62.82055,9.48798
IMG_20190705_111223.jpg,62.81482,9.48403
IMG_20190705_112125.jpg,62.80800,9.48112
IMG_20190705_112129.jpg,62.80541,9.48009
IMG_20190705_112139.jpg,62.80243,9.47854
IMG_20190705_134151.jpg,62.77794,9.45931
IMG_20190705_135131.jpg,62.77472,9.45691
IMG_20190705_135137.jpg,62.76624,9.44987
IMG_20190705_135210.jpg,62.76608,9.45193
IMG_20190705_135309.jpg,62.76309,9.44953
IMG_20190705_183618.jpg,62.59456,9.68979
VID_20190702_125832.mp4,62.75177,9.23356
VID_20190702_125919.mp4,62.75193,9.23399
VID_20190703_142433.mp4,62.83414,9.22935
VID_20190703_142724.mp4,62.83469,9.22669
VID_20190705_111227.mp4,62.76832,9.45013
IMG_1221.MOV,62.84031,9.41822
IMG_1205.MOV,62.83418,9.22776
IMG_1220.MOV,62.84163,9.41434
IMG_1219.MOV,62.84257,9.42241